Boeing＊s Fixes to 737 MAX Not Likely to Get FAA Approval Until February,1
"Theodore W. Kheel, Labor Mediator, Dies at 96",-1
"The Navigator: Vacation rental phishing scams are a familiar, frustrating story",-1
Reefer madness,-1
Kashmir: Letters and landlines return to cut-off region,1
Chinese Court Convicts Magazine Of Defamation in Landmark Case,-1
2006 in review: architecture,1
'Dying well can be FUN': NHS hospital under fire for shocking memo to staff on palliative care ward,-1
Border state plans to sue to prevent enforcement of Trump＊s executive order,1
The World＊s Leaders Are Terrible. Let＊s Declare Our Independence From All of Them.,1
Leaked NSA Malware Is Helping Hijack Computers Around the World,-1
※Adversary§ Examines Trump＊s Mini-Me Carl Paladino 〞 and How to Beat Trumpism,-1
The Funniest Tweets From Parents This Week (Sep. 14-20),1
How XXXTentacion＊s Life Reflects Our Culture Of Violence,-1
8 hurt as kids＊ bus flips,-1
Kim Jong Nam Killing: Malaysia Expels North Korean Ambassador,-1
"Republicans Up Pressure, Criticism of FBI Head Over Hillary Clinton Email Probe",-1
The State Department Says Russia Is Invading Ukraine〞Should We Believe It?,1
MI6 spy 'could have died in sex game that went wrong',-1
Girlfriend＊s samurai sword attack on man ＆scared the living poop＊ out of him,-1
Hagel cancels creation of new medal,-1
Muhammad Ali,1
Lam tears Salford apart with hat-trick of tries,-1
The Tears of a Clown Arrested for Meth in Waffle House,-1
Illinois Bank Robber Takes Hostages,-1
"LAPD Arrests Tyler Barriss, Suspect in Kansas 'Swatting' Incident",1
"West Virginia corrections staff, cadets fired over photo of Nazi salute",-1
Wow,-1
"VP Pence On Walking Out of Colts Game After Protests: ＆I Will Not Dignify Any Event that Disrespects Our Soldiers, our Flag＊",-1
O＊Donnell Disses His Network,-1
Naval Academy student faces rape charge,-1
St. Louis Mayor Says National Guard Will Not Be On 'Front Lines',1
A distant conflict resonates in Northern Ireland,-1
"The Latest: Shanahan, Lynch pairing becomes a possibility",-1
Naomi Klein Decries Climate Deal as Extraordinarily Dangerous; Backs Defiance of French Protest Ban,-1
"Dickey, Mets, rest of baseball view knuckleballer differently",-1
Gail Simmons serves up summer recipes,1
A Housing Bubble?,-1
※Bedlam§: Film Shows How Decades of Healthcare Underfunding Made Jails ※De Facto Mental Asylums§,-1
The Cravings Market: Who Benefits from Nicotine Replacement Therapies?,1
That Mischievous Kid On 'AHS' Is The Son Of An O-Town Band Member,1
How a Ragtag Group of Oregon Locals Took On the Biggest Chemical Companies in World 〞 and Won,1
"Defiant IRS head, skeptical GOP interrogators",-1
"McDonald's, Tyson Foods Drop Farm After Videotape Shows Animal Cruelty",-1
"Menendez, Schumer may not matter much on Iran",-1
This Megachurch Is Using Guns and Armed Guards to Protect Itself 〞 and Here's Why,-1
Gary Shilling: 4 Shocks That Could Upend the Market Expansion,1
Fairfax bridge troubles highlight larger road issues,-1
Russia wants US guarantees on missile shield,1
Why Do Progressives Resent Reality So Much?,-1
Toyota Supra is back: 2020 Supra will be revealed at Detroit auto show in January,1
"Cable warns universities over fees of ㏒9,000",-1
Alaskans brace for huge storm to strike western coast,-1
Prince Charles presents Gaelic award to Italian cyclist,1
A Chat With Roomba Man,1
Why It＊s Wrong To Blame Trump For The Mass Shootings,-1
Legal language,-1
LeBron James means a lot to Cleveland 〞 and its economy,1
Spit for money: South Africa's illegal trade in TB-infected saliva,-1
DUGOUT CHATTER,1
Nick Kyrgios Throws Epic On-Court Shade Over Opponent Stan Wawrinka's Girlfriend,1
Oscar Pistorius still in jail after parole decision delayed in South Africa,1
A Flub on Amendments Doesn＊t Obscure the Achievement,1
Hang them all?,-1
To Someone Somewhere,1
Massachusetts pioneered Obamacare 〞 and is still struggling to make it work,-1
Everyone Is Creeped Out By Donald Trump Touching His Daughter,-1
Free Association: Low Power to the People!,1
IRS Targets 3 Types of Tax Shelter,1
CNN Poll: Good News for Herman Cain and＃ uh＃ Rudy Giuliani,1
British teen charged for hate crime after posting Snap Dogg rap lyric on Instagram,-1
"Obama: Encouraged on Israel, Palestinians",1
Oil and water don't mix,-1
McCain Blasts Kelly Clarkson＊s Gun Reform Message As View Panelists Simultaneously Jump to Singer＊s Defense,1
How Destroying the Dollar Threatens the World,-1
CREEPY: New Sponsor On Arizona Highway: The Satanic Temple,-1
New Orleans' Controversial Public Housing Model,-1
$10M claim says Phoenix police violated family's rights,-1
The Polycentric Parking System,1
Huntsman: Yanking 'The Interview' was wrong,-1
LIBERTY TRY TO PUT ONE IN WIN COLUMN,1
One Has to Take Sides,1
Recruiting the Best for Government Jobs,1
IPO Roundup: 3 companies fall in their debut,-1
Can you REALLY get Kylie Jenner's lips with just make-up? FEMAIL tests out her 'overlining' trick in quest for the perfect pout,-1
"Mistaken for a Man, Woman Spends 2 Days in Wrong Jail",-1
Trump's Legal Team Rejects Interview Request by Mueller,-1
Mystics＊ Elena Delle Donne will throw the first pitch before Game 4 of the NLCS ,1
WSJ: Investors End Love Affair with Yuan,1
New laws to ban under 18s from using sunbeds in Wales,-1
"Trump calls for bipartisanship, a hard line on immigration",1
"Nuns on the Bus at the DNC: Sister Simone Campbell on Abortion Rights, Wealth Gap, Kaine in Honduras",-1
Raid on Denver Pot Club Illustrates Continued Intolerance of Marijuana Consumption Outside the Home,-1
But will Romeo approve? David Beckham turns designer as he launches a children's underwear collection for H&M,-1
The Last Category,-1
"Black, Latino Dems torch DCCC for lack of diversity",-1
Thousands of Haitian Illegals Apply for Earthquake Amnesty,1
James Patterson will donate $1 million to indie bookstores,1
"Quincey, Helm lift Red Wings over Stars 5-2",1
European Leaders Look for a Crisis Plan,-1
Rand Paul the diplomat,1
Donald Trump needs to clarify his position on NATO before something scary happens,-1
Dems seek to put GOP on record on Trump border closure,1
Watergate＊s John Dean Explains How Trump Planned Sessions＊ Firing ＆Like a Murder＊ 每 And Details How Mueller Could Protect the Probe,-1
"Political split, race linked",-1
California Legalizes Marijuana,1
Executed WW1 soldiers to be given pardons,1
Koch network sounds alarm of a Democratic wave,-1
Jewish-Muslim women's network is launched with government support,1
DOJ asks judge to give final approval on CVS-Aetna merger,-1
BALLOONIST BURSTS THE RECORD IN GLOBAL TRIP,1
Trump: Romney Is A ＆Pompous A**＊,-1
"Back to Growth: September Added 248,000 Jobs. But Where＊s the Wage Growth?",-1
Killer says he escaped Hawaii psychiatric hospital to prove himself,-1
Officials: Colo. town＊s drinking water tainted with THC,-1
Does Washington Want to Lose Little or Bigly in the Mideast?,-1
Ebola patient discharged from Emory Hospital,1
Life in Prison for Pot and Other Travesties of Marijuana Prohibition,-1
"""I don't believe you. You're a liar!""",-1
Text messages reveal behind-the-scenes battle over charter school bill,-1
"Iran, Turkey, Syria, Iraq Will Issue Joint Visa, Hamshahri Says",1
War Is a Lie,-1
"SPECIAL PREVIEW: Tom Brokaw at NBC News, The First 50 Years",1
"Ailing premier, rocky government",-1
"Huffington talks sleep, ""overbooked"" HuffPost nap rooms",-1
"Inside ISIS＊ Secret Lair, There＊s Something Hillary Doesn＊t Want You To Know About",-1
Sarah Jessica Parker Just Expertly Trolled Jeff Sessions on Instagram,1
Easy access to fast cash leads to a cycle of debt,-1
Books Pick: Old Loves,-1
"FIFA, Amid Scandal, Postpones Bidding for 2026 World Cup ",-1
Algo no ar,-1
"One in four school-age kids exposed to weapon violence, study says",-1
"American Sniper' Chris Kyle Didn't Receive All the Medals He Said He Was Awarded in His Book, U.S. Navy Finds",-1
Heart Attack Symptoms Women Shouldn't Ignore,-1
Trump's approval rating steady despite impeachment: NBC News/Wall Street Journal polls,1
French Rail Strike Hits Users,-1
Expert to review autopsy of NYC chokehold victim,-1
A federal judge said being transgender is a mental disorder. Here's why he's wrong.,1
"NASCAR championship race at Homestead: Start time, lineup, TV schedule",1
Meryl Streep Has Fries Delivered to Movie Set Like the Champion She Is,1
Why You Should Be Suspicious of That Study Claiming A.I. Can Detect a Person＊s Sexual Orientation,-1
Veteran sports columnist faces child sex abuse accusations,-1
The Trouble With Afghanistan II,-1
The New Colossus Of Today Is White Nationalism,-1
Former FCC Commissioner on How Greater Media Consolidation is a Threat to Democracy and Free Speech,-1
'Joyriders' kill pregnant sheep in Kent field,-1
Gunman Kills Two Police Officers In Southern California. One Was A New Mother. The Other Was About To Retire.,-1
"Fossil Fuel Burning Set to Hit Record High in 2017, Scientists Warn",-1
The GOP＊s New Sneak Attack on Abortion Rights,-1
How Much More Proof Does the Supreme Court Need That Clinic Closures Restrict Abortion Access?,-1
Why the Fed Ignored Warnings and Let Banks Pay Shareholders Billions,-1
Traffic delays after five vehicle crash on Edinburgh city bypass,-1
Mexican Exceptionalism,1
Obama's Missing Detainees,-1
'We failed to be aware what he was up to': Extraordinary confession from ex-counter extremism chief who admits the authorities lost track of Gitmo Briton who became a suicide bomber,-1
Knicks＊ Novak gets better of Allen,1
Congress Fills Seats On Bipartisan Debt Committee,1
Iraq Roundtable,1
Why I Risked an Honor Killing to Reject an Arranged Marriage,1
CNN＊s Toobin: Trump Jr.＊s Emails ＆In and of Themselves Are Not Proof of Any Crimes＊,1
Latest X-Men Comic Villain Is The Heritage Think Tank,1
＆The Promise＊: A Film Has Finally Been Made About The Armenian Genocide And You Need To Watch,-1
What Kind Of Conservative Are You?,1
11 Eco-Friendly Gifts That Encourage A Sustainable Lifestyle,1
The Harrisons: Brock Osweiler plays his way back to bench,-1
UWS KEFI FINALLY OPA!,1
"Trumprage of the Day: Tech Titans, Kurt Eichenwald, Sylvester Stalone",-1
Consumer bureau: Forced arbitration a bad deal for consumers,-1
Let＊s Be Serious 〞 Trump Doesn＊t Mind These Incitements to Kill Journalists,-1
Unscripted Moments on the Campaign Trail,1
CONE COMEBACK ALL BUT COMPLETE,1
New poll shows high number of voters recognized and rejected Democratic media bias,-1
Dads confront Texas pastor telling children 'Santa's not real,-1
This Is The Future Of Thanksgiving And It＊s Pretty Gross,-1
BREAKING: Bomb Squad At Trump Tower After Multiple Suspicious Packages Found,-1
Where's the hammer?': MSNBC host apologizes after leaked on-camera meltdown,-1
When Even the New York Times . . .,-1
'Save the World': UN Climate Conference Opens With Dire Predictions,1
Qatar Airways Lifts Baggage Allowance as Global Network Expands,1
"FBI Rules Out Amtrak Was Struck by Gunfire, Still Investigating Whether Another Object Hit Windshield",-1
USA Gymnastics files for bankruptcy to pay sex abuse settlements more quickly,-1
Police Halt Activist-Led ※Toxic Tour§ of Spain＊s ※Dirtiest§ Corporate Polluters Sponsoring COP25,-1
Twenty20 means 50-over cricket is doomed,-1
Newport Beach police launch podcast to help capture missing murder suspect,1
Hear Them Roar,1
Virtual map explores Civil War in Richmond,1
Larry Klayman: Trump Should 'Redraft' Travel Ban,-1
Thousands of Somali Immigrants Detained by Police in Kenya,-1
Japan to Announce Withdrawal from International Whaling Commission on Wednesday,-1
These Refugees Are Being Returned to the Violent Circumstances They Left Behind,-1
The Radical Paris Agreement,1
Taylor: War Crimes Case Based on "Lies",-1
'We're Not Dogs': Immigration House Offers Safe Place,1
Oil Snaps Three-Day Slump as U.S. Futures Signal Equity Rebound,1
Siemens to spin off 80.5 pct of Osram,1
Wear These Earplugs If You Don＊t Want to Go Deaf At Concerts and Sporting Events,1
Teen boys try to escape Tennessee detention center -- again,-1
Fiorina: GOP Nominee Needs to ＆Drive＊ Benghazi ＆Over and Over and Over＊,-1
The Best of John Hughes,1
 Recap: Becca Heads Out on Hometown Visits,1
The Jolly-Sink showdown: What to watch,-1
Khalid Ali: Bodycam footage shows arrest of terror suspect,-1
The Bride Made Me Buy This,1
The Great Misdirection,-1
Suneung: The day silence falls over South Korea,-1
Judge reconsiders some sentences in 1995 Roanoke firebombing,1
China＊s statistics are bad. Many criticisms of them are worse,-1
The Insufferable Sanctimony of Peter Wehner,-1
Wolf says analysis confirms fears about GOP health care bill,1
FOREX-Euro/dollar last little changed after Fed minutes,1
Mortgage lending in Scotland 'rises sharply',-1
Best Tweets: Gunning for Geese Edition,1
Why NL title celebrations are a double-edged sword for Mets,-1
"If You Thought Only Hillary Supporters Were Witches, You Were Wrong",-1
"UPDATE 2-Brazil miner Vale's profit falls on nickel, forex",-1
New Footage of Michael Brown on the Day He Was Killed Shows How Easy It Is for Cops to Paint Victims as ＆Bad Guys＊,-1
Trayvon Martin Case Repeats 2006 'Playbook' for Martin Lee Anderson,-1
Who to blame for a do-nothing DC,-1
Prominent Christian Musician: America Has 'Kicked the Healer' Out and 'It's Time to Invite Him Back In,-1
The Visual Artists Who Inspired Brahms,1
"In Afghanistan, US military officials say it's now or never",-1
Ohio county offers immunity to people turning in deadly drugs as heroin epidemic rages,1
Hungary makes nuclear deal with Russia a 30-year secret,-1
What It's Like To Use Microsoft's Gorgeous New Surface Laptop,1
Netflix Masterfully Trolls James O＊Keefe and Project Veritas with a Single Tweet,-1
Drew Brees Gives Purdue Epic Pregame Speech Before Beating Nebraska,1
2018 Body Count in Sadiq Khan＊s London Reaches 100,-1
Hotel Review: Barcelona W Hotel,1
Why Does High School Still Start So Early?,-1
GOP lawmakers＊ mass exodus grows as North Carolina Republican throws in the towel,-1
Collins warn of social security number scam,-1
How to tease the most out of this tax season,1
FedEx to Raise US Express Rates as Profit Jumps,-1
Palm Oil Ends 2010 at Highest in 15 Years on Supply Outlook,1
Barack Obama＊s Huge Year Eight Challenge,1
Bubble Economics,1
Met chief apologises for officer's unlawful use of CS spray on protesters,-1
Samsung Board Chairman Jailed on Union Sabotage Charge,-1
The Prince: Meet the Man Who Co-Opted Democracy in the Middle East,-1
Fighting in Iraq and Afghanistan Echoes the 30 Years' War,-1
Liverpool miss Steven Gerrard as Arsenal lose strike pair for Anfield game,-1
A ＆Teabagger＊ Summa,1
Opinion: Kill a rhino to save a rhino?,-1
Golden Globes 2015: the nominees 每 in pictures,-1
UPDATE 1-Syria's Assad says truce is "glimmer of hope",1
Obama honors Anthony Bourdain: he made us ※a little less afraid of the unknown§,1
Another Shot at Life from the Obama Administration,1
Border Children From Among World's Most Violent Countries,-1
Where's the rest of your outfit? Make-up free Christina Aguilera ditches her trousers for dinner date with boyfriend Matt,1
Is There a Method to Make Doing Laundry More Efficient?,1
A Syrian Family Finds Refuge on a Swedish Island,1
These Are the Two States That Say National Guard Could House Immigrant Children,1
New York state approves issuing driver's licenses to illegal immigrants,1
Obama to Congress: Get your act together and pass jobs bill,-1
South Korea's Satellite Is Not Going to Go Over Well in North Korea,-1
Thai Baht Sinks to 12-Week Low as Protests Mount; Bonds Decline,-1
"La senadora Warren no lo admite, pero el proceso de nominaci車n presidencial en Estados Unidos es racista",-1
Iranian Poker,-1
Teddy Roosevelt＊s Wisdom for Donald Trump,-1
Marsh & McLennan Earnings Drop,-1
Emanuel AME Church to hold 1st service since massacre,1
Yet another very good book,1
Search for missing WWII bomber gets renewed push,-1
Government Climate Scientist: Native Alaskans Are In Danger Because I Was Reassigned,-1
Mitt Romney's Victory Bores the Press,-1
Items 'missing' from British Empire and Commonwealth Museum,-1
"Miami teen who never woke up after breast implant surgery will undergo life-saving operation as it emerges her son, 3, still does not know his mother is in a coma",-1
A Clinton Fan Manufactured Fake News That MSNBC Personalities Spread to Discredit WikiLeaks Docs,-1
Review: ＆Top of the Lake: China Girl＊ is an exquisite sequel,-1
Jessica Alba is pregnant with her 3rd child,1
Barack Obama In Paris: Mass Shootings Don＊t Happen Outside of America,-1
"Obama May Announce NSA Reforms Soon, Colorado Estimates $5 Million in Marijuana Sales, Boehner Works on Immigration Reform: P.M. Links",1
Dateline Winnipeg,1
Here＊s What Jair Bolsonaro Thinks,1
Why I Would Never File A Lawsuit Saying My Child With Cystic Fibrosis Should Not Have Been Born,-1
Soon You＊ll Be Able to Make Anything. It＊ll Change Politics Forever.,1
WATCH: President Obama in Cuba: ※I Have Come to Bury the Last Remnant of the Cold War§,1
Bernie Sanders＊s claim that the Fed can rescue Puerto Rico like it rescued Wall Street,1
'Unplanned' star shares the power prayer had during filming of the pro-life movie: 'I have never felt closer to God than I did on that set',1
THE DEATH OF VIDEO? 每 BOOMING DVDS HIT FAST FORWARD,-1
How The Blind See,1
"Rep. Gerald Connolly On Health Reform, Extending Metro and Stimulus Spending",1
Nation's Capital Approves Assisted Suicide,-1
"An 18th Century, Gender-Bending Mystery: What Did 'The Fox' Say?",1
Seattle misreads Thomas Piketty as its minimum wage mascot,-1
Angry passenger tries to burn luggage after flight is cancelled,-1
A Bunch of New Stuff and Bad Actors,-1
Spouse Criticism May Worsen Chronic Low Back Pain,-1
Obama Readies Afghan Escalation,-1
'Fluidity' drops in,-1
Trump: Media members want debate moderators to 'go after' him,-1
Horse Sense (and Nonsense) About the Minimum Wage,-1
Watch Cats Attempt to Play Candy Crush?,1
Abandoned? Mideast Christians Overlooked in the War on Terror,-1
"Super PAC, Big Donors Propel Romney to Florida Victory",1
TREASURIES-US 10-year notes fly to 13-month highs on safety bids,1
Five Best: Deborah Levy on Books That Open the Mind,1
GOP lawmaker pushes to end sports leagues' tax-exempt status,-1
BOSOX＊S CHASE IS NEVER-ENDING,-1
3 More Women: Baylor Did Nothing to Help Us After Sexual Assaults,-1
Al Qaeda Is Going Gently into the Night,1
How the Lowly Mushroom Is Becoming a Nutritional Star,1
Liberalism in Theory and Practice,-1
Ben Carson Is Right About Nazi Gun Control,-1
"Hope Hicks, one of Trump＊s closest aides, is resigning",-1
Sen. McCaskill in the middle of an Appropriations civil war on spending,-1
"Ten Years After Her Release, Martha Stewart＊s Prison Diaries Are Finally Revealed",-1
Putin Needs an Enemy After Berezovsky＊s Death ,-1
"Amiibo, Disney Infinity, Skylanders, Lego Dimensions: A Guide to Gaming Toys",1
A Blast in Nigeria,-1
Friendly Fyre,1
Social media users mock Trump for misspelling 'hereby' in multiple tweets,-1
WATCH: Israel＊s Rhythmic Gymnasts Off to Solid Start in Rio,1
Leftists ENRAGED After NYT Columnist Dowd Calls Obama ＆Barry.＊ There＊s One Thing They Missed.,-1
Disgusting: The Freedom Caucus Saves Obamacare Again,1
Bernard Herrmann＊s Artistry,1
Trans Kids Can Now Join the Boy Scouts〞but Should They Want To?,-1
New Poll Says American Public is Fine With NSA Surveillance,-1
"Martin Landau on His Relationship With Marilyn Monroe, Playing Gay for Hitchcock, and His Oscars Triumph",1
Hall of Fame Catcher Gary Carter Has Died,-1
Cheesecake for the Soul: A ＆Golden Girls＊ Cafe Opens,1
Mrs. President?,-1
The Power of the Cross Will Triumph Over Evil,1
The Debt That All Cartoonists Owe to ※Peanuts§,1
Intentional blindness?,-1
Private Plane Advocates Question Focus on Security,-1
Paris Mayor: Donald Trump is 'So Stupid',-1
Obama's World Peace Offensive Yields Few Peace Dividends,-1
Words of Note,1
"People Can Change, Home Should Not",1
Noam Chomsky Defends WikiLeaks and Declassifying Information,1
"During Last Impeachment Proceedings, Investors Stuck With Hot Stocks",1
Ousted Renault-Nissan Boss Carlos Ghosn Leaves Japan: Report,-1
Internet currency exchange biz owner gets jail for tax conviction,-1
"Christian Bale: So Many Good Parts, but Is There a Part Missing?",-1
"Before Netanyahu's Speech to Congress, White House Puts Out 'Five Key Facts' About U.S.-Israel Relationship",1
"Green New Deal: Organizer, Physician Jill Stein Poised to Win Green Party＊s Presidential Nomination",1
SAP Chairman Sees Co-CEOs for Long Term,1
Clinton campaign to run ads during GOP debate,-1
Whiff of success upsets Aussies,-1
Q&A: How St Patrick's became a flashpoint,-1
Airlines Take a Step Toward Garbage-Free Flying,1
Awareness Found In Vegetative Patient,-1
Thousands of Big Cats Are Suffering in Inhumane Roadside Zoos Across the U.S.,-1
Apple Said to Plan Netflix Service on New TV Product,1
#MaybeHeDoesntHitYou and the power of online feminism,-1
The Moral Economy of the Iranian Protests,-1
The NYPD＊s Violent Crackdown on Occupy Wall Street Protesters,1
Assisted Suicide: CT Judge Dismissed Attempt to Legalize by Redefinition,-1
"Detroit＊s Underground Economy: Where Capitalism Fails, Alternatives Take Root",1
The Latest: High winds barrel into South Dakota,-1
Twilight of the Superheroes,1
Drug Companies Can Lower Prices or Have Trump Lower Them for Them,1
KNOW IT ALL: Monday's Top 6 Stories at NBC News,1
Media Ignore Hillary＊s Smoking Gun to Focus on Making Up Stuff About Carson,1
BCS standings: Baylor creeps closer to Ohio State,1
Brandeis on the Brink,-1
Agreeing with Jim Manzi Agreeing with Matt Yglesias,1
The Abortion Debate Gets Real,-1
"FAITH-FILLED WEEKEND: That Time Tebow's John 3:16 Verse Went Viral, Then God Did Something Even Wilder",1
Wage fight,-1
"Bookspotting: Election Day Special, Part 2",1
Pence on Surprise Iraq Trip to Reassure Allies And Greet Troops,1
When the Ruling Class Feared Communism,1
Woman Says She Was Denied Job Due to Peanut Allergy,-1
'Death Valley' Heat Wave Striking US with Dangerous 100+ Temps,-1
Oregon man faces charges after allegedly urinating on passengers on board flight,-1
Qatar Expels Egypt Muslim Brotherhood Leaders,1
State Dept: Posts in 19 Countries to Remain Closed,1
Arkansas holds off Alabama 1-0 in college baseball,1
We Two: Victoria and Albert,1
Helping Boomers Give Their Best,1
"Ravens, TE Owen Daniels agree to terms on 1-year contract, pending physical",1
BlackBerry＊s Job-Cutting Expenses Jump to $400 Million,-1
Cuccinelli ready for the next step in Virginia＊s Obamacare challenge,1
Here＊s Your Guide To The Latest Wild Developments With Michael Flynn,1
Donald Trump's Real Problem Is With White People,-1
Writer Hunter S. Thompson Commits Suicide,-1
Introducing Perry＊s Rule: Why You Should Never Cite Galileo To Support Your Claims of Science Persecution,1
NYT Editorial Concedes Immigration Is Complex Right Before Oversimplifying It,-1
※I Will Kill You§: Read the Police Report in Maine GOPer＊s Domestic Assault Case,-1
Senate to vote on Paul＊s balanced budget plan,1
"Robert Reich on backing Bernie Sanders, dating Hillary Clinton, and making policy viral on Facebook",-1
The Marketplace Report: Ad Industry Fights Taxes,1
Over 100 Indigenous Activists Decry California Gov. Jerry Brown＊s Market-Based Climate Solutions,1
128 Lumps of Coal,-1
Hiroshima Organizes Scientific Teams and Medical Treatment Centers to Receive Victims of Radiation Poisoning,-1
Cooper Hewitt to Host Pixar Exhibition,1
"Oh, Pipe Down",-1
Lesbian sues Kansas City diocese over firing,1
Americans confident about win in Iraq,1
What the French E-mail Meme Says About Your American Job,-1
'Canes sign Dwyer to 2-year contract extension,1
Boehner short Republican votes for debt plan-conservative says,-1
Giuliani associate Lev Parnas got $1 million from a Ukrainian oligarch linked to Russian organized crime: prosectors,-1
The Sound of Musical Joy: Clark Terry＊s Trumpet,1
Second Republican announces plans to challenge Ocasio-Cortez in New York,-1
3 Stocks I Won't Be Selling In 2017,1
U.K. 30-Year Bonds Climb in Longest Run of Gains Since 1996,-1
Nimbler Than Nimbyism,-1
Facebook row twins in Oxford crew for Boat Race,1
Long and short of it: No worries about Yankees bats,1
Do Humans Have the Collective Will to Prevent Global Catastrophe?,1
"U.S. ELECTION WRAP: Clinton E-Mail, Foundation Woes Persist",1
Former White House Adviser: What Vladimir Putin Could Learn From 'Doctor Zhivago',1
Militarizing Schools Could Actually Be Dangerous 每 Here＊s How to Make Them Safer,-1
Who should run Illinois?,-1
Eric Garner Protesters Shut Down West Side Highway,-1
"Al-Qaida terror plot foiled, say French police",1
Coe warms up for sprinting start to the Cultural Olympiad,1
Americans Get Low Marks On Hygiene,-1
"Cruz: Bush, Walker, Rubio Support ""Amnesty,"" Which Will Keep Democrats In Power Forever",-1
Coburn to resign from Senate at end of current Congress,1
White Supremacist Kills 49 Muslim Worshipers in New Zealand as Islamophobic Hate Crimes Rise Globally,-1
Read Chris Cuomo's Shape-Up Blog,1
"As Tennessee Restarts Executions, 40 Years of Data Expose Its Death Penalty as a ※Cruel Lottery§",-1
Following Souter: Non-Lawyers Need Not Apply,-1
On deaf ears,-1
Donald Trump Signs D-Day Proclamation In The Most Trumpian Way Possible,1
White Nationalism in the White House: Administration Faces New Revelations About Ties to Far Right,-1
Trump Restores UK to the Front of the Queue,-1
"Mmm, Donuts",1
Aita,1
Hong Kong Short Selling Turnover (Main Board) Recorded 03/08/201,1
When Maxine Called President Bush a Racist,-1
Policy for the Many,1
DGA gives Gillum another $1M as RGA hits the airwaves for DeSantis,1
Liberals Furious After Obama Praises Billy Graham,-1
The Columbia River Gorge Is a Low-Key Food and Wine Paradise,1
Friends Everywhere,1
White Sox tweet support for Obama after Boston boos,1
"New house, tight budget: How to make it work.",1
It＊s Really Easy for Teens to Buy E-Cigs Online,-1
Australia Presses Iran to Release 3 Citizens From Prison,-1
'He said I hope this goes away': Lewandowski doesn't dispute that Trump asked Comey to 'let it go' when the two men spoke about the FBI's Flynn investigation,-1
Tennessee sheriff's office sued for allegedly torturing 19-year-old inmate,-1
Scientists to uncover secrets of ＆Jurassic Mile＊ this summer,1
"※Mr. President, Are You a Racist?§ Is the Question Reporters Should Never Stop Asking Donald Trump",-1
BRIEF-India's UCO Bank Dec Qtr Loss Widens,-1
Kid-hostage standoff,-1
"Eat, Sashay, Love: An American Drag Queen Finds Romance in Dakar?",1
What Archaeologists Found Under the Floors of an Abandoned Jerusalem Building Could Be the Site of One of the Biggest Events in Jesus' Life,1
A ＆Trump slump＊ is hitting major media. Here＊s how that could change 2020,-1
Blue And Red,-1
Scottish osprey chicks moved to Spain,1
Art Pick: Tale of the Tape,1
Wisbech crash death campaigners back sentence review,-1
Adam Schiff Makes Up His Own Transcript Of Call Between Trump And Ukraine President,-1
You're A Partisan! No You Are!,-1
Big Gov't Programs Wasting Billions for Nothing?,-1
Biden to lead delegation to Sharon service,1
Market Monitor,1
U.S. Diplomats Search for Long-Term Solution,1
Radio Silence,-1
The Fall of Conservatism,-1
FACTBOX-Botswana holds elections,1
Yesterday Was a Good Day,1
Why recent US 'conflict mineral' legislation is a good thing for Africa,1
Mark Shields: Romney 'Has More Positions Than the Kama Sutra',-1
Against the Salary Cap,1
Meatless Monday: grilled peanut butter and jam sandwiches,1
Breaking: Top Department of Justice official resigning,-1
Shannon Roe: Spending a trillion dollars is hard work,-1
Erdogan warns NATO allies to back its fight against terror,-1
Federal Court Orders Overhaul Of Mental Health Services For Veterans,1
"※Memoir of War,§ Reviewed: A Generic, Thoughtless Adaptation of Marguerite Duras",-1
The Call to Do Better,1
CBO sees no double-dip recession yet,1
Bionic Fed is No Match for Bond Market,1
Lawyer: High court won't move trial over Confederate statue,-1
Who＊s Afraid of Title IX?,-1
A Year in Photos: Jacob Bernstein,-1
'Controlling bully' gets 23 years for Haringey wife murder,-1
London teen lost at Malaysian resort died from ulcer bleed,-1
In Defense of the MAGA Hat,1
Terminal declined,-1
Why Dire Straits＊ ※Brothers in Arms§ Was Such a Poignant Choice for the Americans Finale,1
Gemma Chan and beau Dominic Cooper make first high-profile appearance as a couple at British Fashion Awards after party,1
"People Hate When You're Petty, According to Science",-1
A Slipper-Clad Mila Kunis Speaks,1
"Jimmy Fallon, Donald Trump Mess Up the Hairpiece Myth",1
UPDATE 1-Glaxo drug shown to delay ovarian cancer relapse,1
Couple Arrested for Reporting Found Drugs to Police,-1
Eagles are taking the no-talking-politics-at-work approach to Donald Trump,-1
Former press secretary Mike McCurry on how to be a good communicator,1
Lockheed Martin CEO Confirms Trump Helped Secure F-35 Price Drop,-1
Zion Williamson Throws Down Massive Dunk Warming Up Against North Carolina State,1
Can Apple Win the Battle for Control of Your Living Room?,1
BRIEF-Actinium Pharmaceuticals says initiated EMA scientific advice process for Iomab-B,1
Minnesota police officer facing charges for hitting man in detox,-1
Texas Has Pact With Railroad To Move Lines,1
Palin＊s Latest Error,-1
Looking back: Prehistoric animals,1
South African conference teams taking command in Super Rugby,1
"Colin Kaepernick, Meet the U.S. Navy",1
Review: 'Hunger Games' conclusion leaves little to feast on,-1
＆Emotionally and Intellectually Incapable＊: Conservative Columnist Explains Why Trump＊s Insecurities Make Him ＆Unfit＊ for Office,-1
Frankenstorm: Meteorologist Warns Hurricane Sandy an Outgrowth of Global Warming＊s Extreme Weather,-1
