"'Ghost Rider: Spirit of Vengeance 3D' Review: A Campy, Self-Aware Action Flick",neutral
Severiano Ballesteros,surprise
How price transparency would revolutionize healthcare,joy
The GOP＊s Loyalty Pledge Targeting Trump Is Ridiculous. Here＊s A Better Idea.,disgust
Driving difficult after snowfall,neutral
John Ensign resignation letter,neutral
Popular black filmmaker says he doesn＊t see himself casting a ＆white dude＊ in a lead role for his films,sadness
"Kellyanne Conway on Claim Hillary Would Run in 2020: ＆Dear God, Please, Yes＊",joy
Court orders legal briefs unsealed in appeal by Bridgegate's 'John Doe',disgust
Re: In Case It Comes Up,neutral
Widow of Litvinenko calls for further sanctions against Russia,anger
Iran's four-point peace plan for Yemen: Will Saudis buy in?,surprise
Swimsuit model: Rep. ＆Uncle Fred＊ Upton is ＆proud of me＊,joy
Barbra Streisand Blames Trump For Florida School Shooting,neutral
US Hands Over Control Of 'Green Zone' To Iraqis,anger
California prisons end race policy,neutral
Michael Moore: ＆Britain Is A Toxic Place＃  Should Vote To Stay In The EU＊,disgust
Apple's Cash Pile To Grow 0.198% After Beating Samsung In Court,disgust
Al Qaeda＊s Favorite President,neutral
RPT-EXCLUSIVE-Sears' Lampert Met Ford's Mulally for Restructuring Advice,neutral
Brunei embraces strict Islamic laws,neutral
White House pushing back against Mattis appointment,neutral
Road to ＆Zero＊,neutral
First Read's Morning Clips: The Trump Tax Bombshell,disgust
"Gunmen kill 2 kids, woman in Mexican resort",neutral
Democrats push to extend green energy tax subsidies,joy
Wal-Mart donates $1.6M to promote fire safety,surprise
'Murder on Music Row' up for two country music awards,neutral
High School Student Targeted for ＆Racist＊ Tweet. It Wasn＊t Racist. The Country＊s Going Insane.,anger
Washington State Football Coach Mike Leach Gets Extension,neutral
Read President Obama and Donald Trump's Remarks on Their White House Meeting,disgust
Netanyahu meets Putin amid new round of Syria strikes,surprise
MLK wouldn't have settled for an incomplete: Our view,anger
"In the Future, Everyone Will Be Famous Until Their Wikipedia Entries Get Censored",surprise
"Collier, Dangerfield help No. 2 UConn women top Temple 88-67",neutral
'Minecraft' Is Getting New Boss Battles This Fall,neutral
Exposing corrupt prosecutors,disgust
2 killed in Afghanistan helicopter crash,sadness
Lebanon sets international Hariri tribunal,neutral
Restarting the Franco-German motor,neutral
Trump Furious That F.B.I. Not Stopped by Shutdown,neutral
Baucus bill booed at Obama health rally,neutral
Eric Fehr has 2 goals as the struggling Capitals beat the Lightning 4-3,neutral
Libertarian Party Calls for End of 'Government-Mandated Gun-Free Zones' in Wake of Orlando Attack,fear
Biden on GOP in Iowa: 'What are these guys?',neutral
Central Park Five prosecutor Linda Fairstein calls Netflix series an "outright fabrication",disgust
Three Women in Congress Introduce Bills to Defund Planned Parenthood,neutral
Special US Rep Urges Release of American Missionary ,fear
A Make-or-Break Moment for Democracy,fear
"Story, Falcons Have 'Dream' Season Come to End",neutral
Elbit gets $229 mln Australian battle management system deal,neutral
John Leopold defense: County executive＊s actions not misconduct,neutral
Here＊s How Nigeria Beat Ebola,neutral
Historian Roxanne Dunbar-Ortiz on Thanksgiving: ※It Has Never Been About Honoring Native Americans§,neutral
＆Maybe rich people can see the writing on the wall＊: CEOs stepping down at levels not seen since 2008,fear
Florida Drug Search Claims Flunk the Smell Test,neutral
Pregnant? Your Boss May Have It In For You,anger
Nokia's Stephen Elop On How Android Fits Into His Windows World (Video),neutral
"She Had Just Returned From the Mission Field and Never Competed in a Beauty Pageant Before, but Said She Felt God Calling Her to It. She Won.",surprise
Unmaking Global Capitalism,neutral
Tens of thousands protest in Slovakia at journalist＊s death,anger
Saboteurs Hit Iraqi Facilities,fear
How Essential Oils Became the Cure for Our Age of Anxiety,neutral
"Growth-Fund Picks: Go Ahead, Think Big",joy
These fierce black and brown dolls aim to empower girls of color,joy
Why Does The Republican Party Exist?,neutral
Warning of over-loaded sockets after Wrexham fire,fear
Scunthorpe road remains closed after gas explosion,neutral
Hamilton's 3 points leads Flames to 5-2 win over Senators,neutral
"Ducks lose Perron, Andersen, Rakell, Lindholm to health woes",sadness
Nurses: Hundreds punished by other states maintain California licenses,sadness
What We Get Wrong When We Talk Trade,neutral
※A Communist Doesn＊t Whine 〞 He Shows His Teeth§,anger
What Losing the Brooklyn Dodgers Taught Bernie Sanders,fear
Government shutdown＊s effects ripple out to more than the federal workforce,disgust
'Seinfeldia': New Book Shows How '90s Sitcom Is Actually About Something,neutral
Michael Avenatti is no Donald Trump. Not even close.,disgust
Census citizenship question could prompt blank response,fear
How WWI Helped Set the Stage for Iraq's Troubles,neutral
"Washington 'Should Cut Pakistani Aid,' Says New RAND Report",neutral
Minnesota Boy Takes Cement Truck on Joyride  ,surprise
Eve joins "The Talk" as new host,neutral
Queering Barbie,neutral
"HBO didn＊t renew ＆Project Greenlight,＊ Damon says",neutral
McCain Focuses on Colorado,neutral
"Please, Please Stop Making Mittens for Koalas",sadness
Why Donald Trump＊s Military Bravado Is Totally Off,fear
"Louis Zamperini, War Hero, Olympian Dies at 97",sadness
Maryland Sheriff＊s Heroin Checkpoints Skirt the Edge of Legality,neutral
New Zealand's Population Isn't Rising as Fast as People Thought,neutral
Floyd Mayweather v Manny Pacquiao big fight survey: what the experts say,neutral
Three Martini Lunch: Going Nuclear,surprise
Republicans subpoena John Kerry for Keystone docs,neutral
Stealing the Constitution,neutral
Survey: NFL＊s Brand Favorability Plummets In Light Of Protests,neutral
U.N.: Time Is Running Out for Climate-Change Action,sadness
"China Welcomes US-Cuba Reopening of Embassies, Full Ties",neutral
Gingrich to join National Council for a New America,neutral
What Colleges Should Do About Campus Chaos,fear
"40% of people with HIV transmit most new infections in the US, a new analysis says. Here's the plan to stop the spread",sadness
"Major warmup on the way for Midwest, Northeast",neutral
"Robert Byrd, longest-serving member of Congress, died on Monday",sadness
Candice Huffine on ,neutral
O fumes over GSA $ burning,neutral
Mass Sexual Assault By Arab Refugees In Frankfurt ＆Completely Made Up＊,disgust
Sounds of sirens: Noise-weary New York ponders European-style emergency vehicle alarm,neutral
Controversial CFL penalty call cost woman $1 million,surprise
California judge allows illegal immigrant to stay in U.S. permanently despite previous arrests,anger
※Counter-Revolution of 1776§: Was U.S. Independence War a Conservative Revolt in Favor of Slavery?,neutral
Prison Dispatches from the War on Terror: Confessed Plotter Gives Insight into Radicalization,neutral
Is There a Reliable Test for Alzheimer's?,fear
Keith Olbermann＊s Civil War With NBC Executives Over Campaign Donations,anger
End Times Expert Breaks Down Revelation 〞 and Reveals Why He's Convinced There Will Be a 'Rapture\,disgust
The BBC is making a Golden Compass TV series. It already makes more sense than that awful movie.,neutral
Reconstructive surgery,neutral
More Americans are Living Without a Spouse or Partner,neutral
3 Things This Lutheran Wants Her Catholic Friends To Know About Reformation Day,neutral
Turkish city streets are calm after state of emergency declaration,neutral
Flattering the Met: Critics too kind to pathetic Opera,anger
Here＊s how to win an economic war 〞 and why Trump＊s China strategy isn＊t working,anger
Those incredible flying machines,surprise
"Hundreds of police call handlers are fired or disciplined for terminating emergency calls, handing out sensitive information to the public and harassing victims",anger
"Hughes, Twins blank Mariners",surprise
"Sorry, ＆Black Panther＊: Oscars Postpone ＆Most Popular Film＊ Category Following Intense Backlash",sadness
More Parents Finally Get That College Is A Scam,disgust
No panic in North Korea despite talk of missile test,neutral
Kim Kardashian Wants To Take Greta Thunberg To Dinner: She Is ＆So Brave＊,surprise
The Environmentalists＊ Civil War,neutral
Alabama Prison Strike Organizer Speaks from Behind Bars: We Are Engaged in a Struggle for Our Lives,neutral
"China to Tackle Gap Between Rich, Poor",neutral
Kerry Turns From Anti-War Protester to Syria Salesman,fear
EPL festive spirit in short supply amid anger over VAR calls,joy
Mueller's Nobel-Winning Memories Of A Small Town,joy
Neo-China Shares Decline After Company Sells Stake,sadness
"Princes William and Harry Talk Their Grandmother, Queen Elizabeth II, for BBC Film ＆The Diamond Queen＊",neutral
Trump asks Vladimir Putin multiple times about election meddling 〞 here's what Putin said,neutral
People Suspect That Harry Styles and Gonzo Have a Lot in Common,sadness
Chaffetz: Americans may need to choose between iPhone or healthcare,anger
The Rush of Seeing Harvey Weinstein＊s Perp Walk,joy
"Zuckerberg, Other Facebook Directors Are Sued over Pay Plan",surprise
"If You＊re Tired Of Rape Hoaxes, These Posters Are For You",neutral
"WRAPUP 3-Sierra Leone army blockades Ebola areas, Liberia declares emergency",sadness
The N.R.A.＊s Challenge to America,neutral
Daniel Craig to undergo minor ankle surgery for Bond injury,surprise
A Novel Brings Israel＊s Conflicts to New York,sadness
The Overlooked Trumpcare Threat: A Medicare Time Bomb,anger
Obama Plagiarism Insinuated by Bush Speechwriter Marc Thiessen (Video),surprise
Greenspan: Higher inflation to warrant double-digit rates in future,fear
Treat Yourself To A 'Huh?',neutral
American Ballet Theater Announces 2019 Spring Season,neutral
The Debate Over Aviation Emissions,neutral
"S&P 500 Dividend Payers Climb to Highest in 12 Years, S&P Says",neutral
Has football become too important at Navy?,neutral
Pakistan Militants Kill 35 Despite Floods,anger
Jair Bolsonaro＊s Brazil Is a Nightmare That Could Get Worse,fear
Vaccine for Marburg Virus Tests Well in Monkeys,neutral
Duck hunting open to New Hampshire children for weekend,joy
Iran Denounces Supreme Court for Reinstating Trump＊s ＆Bigoted Ban on Muslims＊,neutral
Texas man charged in murder of Iranian student activist,disgust
Gary Hart and an Outbreak of Fake News,disgust
Barter for the Services You Need,neutral
Spies Like Us,neutral
An 'Existential' Threat to Plain Speaking,fear
Salam: Obama ＆Putting a Toe In＊ ISIS Fight May Not Be Enough,fear
This New Project Is Turning the New York City Subway Into a Mobile Library,surprise
MARSHAL TOOK 3 POINT-BLANK SHOTS TO HEAD,neutral
A Great Choice for FDA,joy
Chilling Dissent on Wall Street,fear
AngelList has acquired Product Hunt for around $20 million,surprise
The Moral Case For Snuffing Tsarnaev,fear
"White House press corps mum on Ryan＊s call for Holder＊s resignation, new Fast and Furious details",neutral
Kim Kardashian: Don＊t like my naked selfies? Don＊t look at them.,anger
Arkansas Judge Fired for Leaking Charlize Theron Adoption Details,fear
China Stealth Boycott Looms for Taiwan's Biggest Sporting Event,anger
Waiting game: Nationals get 6 days off before World Series,neutral
Nationals to Name Bud Black New Manager,surprise
"All Things Censored, a Look Back at Philadelphia",neutral
The New 'Comeback' Clinton: From Rival to U.S. Cabinet,surprise
Warriors Star Steph Curry Agrees with LeBron James 每 NBA Series Winner Won＊t Visit Trump White House,disgust
Stop Comparing Trump＊s Impeachment Case to Johnson＊s ＃ or Nixon＊s ＃ or Clinton＊s,disgust
Valencia beats Monaco 3-1 in Champions League playoff,neutral
Why should we give Donald Trump the benefit of the doubt when he doesn＊t give it to anyone else?,sadness
"Poverty, Corruption, Despair: Worst Crisis in Venezuela's History Deepens Daily",sadness
"Mysterious 6,000-year-old pottery belonging to an 'unknown culture' dating back to 4640 BC is found in Ecuador",surprise
"Roadshows Start, Providing A View of Demand for IPOs",neutral
Losing its rebalance,neutral
Southend Airport runway upgrade to take three months,neutral
Yuan thing after another,neutral
Why Not the Worst?,surprise
Donald Trump: 'I Will Accept The Results Of This Election ... If I Win',anger
The Enduring Disaster,fear
A Simple Trick To Turn An Ordinary Drink Into A Thing Of Beauty,surprise
KNOW IT ALL: Thursday's Top 6 Stories at NBC News,neutral
Ignoring Democrats＊ Farrakhan Ties Is The Epitome Of Media Bias,joy
"Actress Betsy Palmer, Played Murderous Mother in 'Friday the 13th,' Dies at 88",sadness
Yemeni President Wounded in Palace Attack,neutral
Steve Rosen E-Mails With Some Thoughts,neutral
Blood in the water,fear
Watchdog report urges EPA to heighten oversight in wake of Flint water crisis,disgust
Yale Has Rescinded Admission For A Student Whose Family Allegedly Paid $1.2 Million To Get Her In,surprise
Woman gets jail sentence for stealing late mother's benefits,surprise
Andrew Garfield on ＆99 Homes＊ and Why Celebrity Culture Is a ＆Lie＊,fear
TV personality Jesse James offers reward for return of dog,neutral
Kate Moss on hand for Gucci womenswear preview,sadness
Trump's proposed budget slashes spending by several trillion over the next decade,neutral
Women＊s World Cup: Title IX Is For White Girls?,neutral
"World's Biggest Hedge Fund Group Plans, Once More, to Split",neutral
"The immensity of Hurricane Matthew, in one International Space Station video",surprise
Smokers banned from lighting up near bus stops and outdoor shopping malls under tough new anti-smoking laws?,neutral
Lesson from N.Y.: Long-lost children rarely turn up,neutral
Musgrove pitches 7 strong innings to beat hometown Padres,joy
"Comment from the April 4, 2016, Issue",neutral
"Owner is 'devastated' after five-month-old zebra on the loose in New York state is found dead after a $1,000 reward was offered to anyone who located her",sadness
Flint Crisis Could Prompt Over $275 Billion in Water Upgrades,neutral
The Leftovers: Nobody's OK,fear
Rosie O'Donnell lashes out at estranged daughter in the wake of ex-wife's suicide,disgust
How the Internet Has Changed Bullying,sadness
Why teachers have a tougher job than doctors,neutral
Three countries or one continent?,surprise
Kurt Cochran's Family Attends London Terror Attack Vigil,neutral
Nine Before Dark,neutral
10 Cool Celebrity Dads to Follow on Instagram,surprise
"Fewer are behaving badly at work, survey finds. What changed?",surprise
Will Ferrell to Play Ronald Reagan with Dementia in New Comedy,disgust
Video: 'Grey's Anatomy' Star Sara Ramirez Brings Empathy And Activism To Acting,neutral
"Studs Terkel at 95: ※Ordinary People are Capable of Doing Extraordinary Things, and That＊s What It＊s All About. They Must Count!§",joy
Our Cursed Condition Under Trump,anger
"Some neighborhoods are hot, but D.C. rental market balanced overall",neutral
An outbreak of summitry is a relief for South Koreans,neutral
Mueller probe may ground Trump's unconventional success,neutral
A Rapping Rove in Washington,joy
The Kardashians Are O.J. Simpson＊s Celebrity Heirs,neutral
Elon Musk upgrades radar steering for Tesla: Real progress?,joy
Women Are Furious Because They Say Their LuLaRoe Leggings Rip Like "Wet Toilet Paper",neutral
Reducing Inflammation,neutral
Trump＊s Crazy Syria Move Will Wipe Out America＊s Allies and Set Up a Big ISIS Comeback,fear
Walker: Email Controversy ＆Is Old News＊,anger
Veterans Should Pay Taxes Like Everyone Else,sadness
Trump travel ban stirs faint corporate outcry beyond Silicon Valley,disgust
Nicholas Brooks may take plea in Soho House murder,neutral
MTV aims for record-setting week,neutral
What Is Going on in Jesus＊ Tomb?,surprise
Women for Bernie: Hillary ＆Mentions Her Sex More Than Anyone Else＃It Isn＊t Cute＊,disgust
Kim Kardashian has some thoughts on the economy [VIDEO],neutral
A ＆blubbering＊ Neymar leaves game in tears after re-injuring his foot ,sadness
WWE Wants Glenn Beck To Appear On Raw,neutral
Denmark links new listeria death to tainted meat,disgust
"No Baggage, No Refund",neutral
Blue period,neutral
Kelly Macdonald: Strong Woman On The 'Boardwalk',neutral
Record Six Million People Attend Mass With Pope Francis In The Philippines,surprise
Object Lesson,neutral
"N. Korea Fires Projectiles Twice Into Sea, S. Korea Says",sadness
The Candidates＊ Policies On Inequality: A No-Bullshit Guide,anger
GOP: Obama Budget Would Increase Debt to $25.4 Trillion,disgust
"Stephen F. Austin wins 16th in a row, 82-65 over Lamar",joy
Confessions of a Former Republican,sadness
2015 Miss USA Winner Crowned Without Donald Trump's Help,neutral
SoftBank＊s Vision Fund is the biggest technology investment portfolio ever. This is where its $93 billion has gone so far.,neutral
Bucs' futile chase of Jackson & playoff berth end in unison,neutral
There＊s Nothing Wrong〞and a Lot That＊s Right〞About Copying Other Artists,sadness
Eatonville couple dead in homicide-suicide,neutral
A Guide to Incremental Investing,neutral
Books for Young Readers in The New Yorker,neutral
"BlackBerry CEO John Chen to Talk Phones, Cars and More at October's Code/Mobile",joy
A bandage by any other name,fear
Fighting on,anger
"No, The Difference Between Dolezal And Jenner Is Not ＆Fraud＊",disgust
"Trump Follows Obama Rule Of Selective Non-Enforcement, Gets Opposite Treatment",anger
People Are Selling Their Homes For Bitcoin Now,surprise
Readers Write: Affirmative action is still needed in the US,disgust
Rapinoe beats Trump in head-to-head polling for hypothetical presidential race,neutral
Boehner Successfully Reduces House Spending,joy
"To-Do List: Steve Jobs Resigns, Rick Perry Surges",anger
"New York Red Bulls beat Columbus Crew to advance, frees Gregg Berhalter for USMNT",neutral
"Attorney: More women joining lawsuit against Columbia Univ., doctor accused of sex abuse",disgust
Dozens of Sanders Backers Walk Out After Clinton＊s Nomination,neutral
Expectations High For Clinton In New Hampshire,neutral
Village with 292 population hires a Washington lobbyist,neutral
"Iran Nuclear Deal Implementation Ready, Some World Leaders Still Wary",fear
Prosecutors Are Demanding Information On People Who Visited An Inauguration Protest Website,sadness
The Ethics of Saying No,neutral
Wells Tower,neutral
Biden Calls Affordable College A Priority,joy
Bayern Munich newcomer Douglas Costa looking to emulate success of Franck Ribery at the Allianz Arena,neutral
Robert McNamara: Fog of War,neutral
A Walk Down Razr Memory Lane,neutral
"Insult, Injury, and the Washington Post Outlook Section",disgust
Defoe's debut double sinks Seattle,neutral
Obama cuts short sentences for 111 federal inmates,disgust
Tiger Woods crashes back to earth after another dazzling start,sadness
Of pensioners and pork,neutral
"Humans and AI will work together in almost every job, PARC CEO Tolga Kurtoglu says",fear
China Gives Signs It May Allow Yuan Appreciation,neutral
"UPS shooting in Alabama leaves three dead, including shooter",neutral
Will Sacramento Enact This Bad End-of-Life Bill?,disgust
Billy Bragg Performs ※There is Power in a Union§,neutral
Signs of Low Blood Pressure,neutral
Game for a laugh... it's the Prince of Gales,joy
"Tribunal finds Indonesia guilty of 1965 genocide; US, UK complicit ",anger
"BRIEF-JPMorgan set to be underwriter on Saudi Aramco IPO- FT, citing sources",disgust
Smackdown?,joy
Overnight Health Care 〞 Sponsored by Campaign for Tobacco-Free Kids 〞 House report finds officials separated at least 18 immigrant kids under age of 2 | House to vote on repealing ObamaCare 'Cadillac Tax' next week,anger
Uber has a secret program to foil law enforcement,neutral
Arkansas Fights to Execute Two Men Without Testing DNA Evidence That Could Exonerate Them,disgust
The Next Hundred Days,neutral
"Senate passes measure requiring sexual harassment training for senators, aides",neutral
An Unfinished ＆Phantom Opera＊ Is Completed With Love,joy
Researchers use DNA to explain plant-insect interactions,neutral
Asking For a Friend: What Does It Take to Pull Down a Statue?,anger
Everything You Need To Know About The Alabama Bunker Hostage Crisis,anger
Capitalism and Insanity,anger
Dealing With Mr. Mugabe,neutral
Xi Jinping has chosen an unusual man to lead the capital city,disgust
Hill GOP braces for Trump,anger
Where＊s the GOP＊s Health-Care Plan?,surprise
Editorial: First principles and immigration reform,fear
The Latest: Brazil replaces goalkeeper after injury,sadness
"Bears Retreat on Big Board, Nasdaq",neutral
This Isn't How We're Supposed to Treat Heroes,fear
Trump: Caitlyn Jenner Can Use Any Bathroom In Trump Tower [VIDEO],neutral
"Oh, deer! Post-9/11 herds overrun Fort Detrick",surprise
Ignorance is bliss,neutral
"Obama Goes on a Brief, Factually Inaccurate Rant About Russia",anger
Obama Should Take on the Private Sector＊s Wage Delusion,neutral
You Didn＊t Build That Lemonade Stand,anger
Let Freedom Boom,neutral
Can I Stop Taking Blood Pressure-Lowering Medications If My Blood Pressure Is Normal?,neutral
Eye of the storm,fear
"Pacifica Board Says It Will Resign, Begin Process of Democratizing the Pacifica Network",surprise
Weekend Roundup: Trump at Work and Play＃But Mostly Play,disgust
Glenn Beck: John McCain Called Louie Gohmert "Retarded",disgust
"Schumer, Pelosi clash with Trump over shutdown talks",neutral
Steve Bannon in 2016: legal immigration is the real ※problem",neutral
Has Trump's 'self-funded' strategy run its course?,joy
The U.N.＊s Comic Invention,surprise
On a budget? Angie Kent puts on an eye-popping display in a VERY low-cut $279 dress... as she breaks down in the most dramatic episode ever,surprise
Digital addition,neutral
Pinterest is finally selling video ads,neutral
Twain's Conversations with Satan,surprise
USDA: Food Prices to Rise 3.5 Percent This Year,neutral
Targeted Cures: A Policy Discussion on Treating Patients with Rare Diseases,surprise
"Close ties between UK media, police scrutinized",anger
Remembering Peekskill,joy
CIA Interrogations Have Their Day in Court,anger
Poll: Military More Approving Of Trump Than American Public Is,surprise
BRIEF-Mellanox Tech U.S.-listed shares down in premarket after Q3 results,neutral
Perry: Making America Great Again Starts With Our Veterans,fear
Direito penal nos outros 谷 refresco,neutral
'Bachelorette' runner-up Peter Kraus calls his TV experience 'very special',neutral
Kahn＊s Memorial to FDR Finally Finds Home in East River,neutral
The ※Hope Hicks＊ Loose Lips Sink Ships§ Edition,anger
16 Hilarious Tweets About Trump's Russia Controversy That Will Make You Laugh Then Cry,surprise
Felix Baumgartner talks to Newsnight's Jeremy Paxman,neutral
"No. 1 Kentucky, No. 4 Duke take easy rout in Indy",neutral
HAYDEN＊S DAD BEAT MA: COPS,disgust
Marine Le Pen Hits Out At Pope After Call For Open Borders,surprise
Rodney Reed Will Not Die Next Week 〞 But Texas Still Wants to Kill Him,fear
"Arundhati Roy, Author of the God of Small Things, Faces Prison for Speaking Out Against the Privatization of Rivers, Energy, and Other Essential Resources in India",disgust
Native American Farmers Allege Loan Bias,neutral
Sikh Americans Fight for Civil Rights in Donald Trump＊s America,sadness
The Mystery of the Union Workers Who Didn＊t Clean Up Snow,surprise
The Intercept＊s Olympics Guide for Identifying Brazil＊s New Leaders,neutral
"Plane Crash in Holland, Minnesota, Kills Pilot and Two Passengers",sadness
FBI Served with Request for Hillary＊s Backup Device＃Object Is in FBI＊s Possession,neutral
Charges dropped against Peace Corps man in Ghana,surprise
Occupy Cases Wind Down,neutral
Toys 'R' Us May Be Making A Comeback After All,surprise
Top NY Dems have not voted in recent elections,neutral
Citgo Settles With New Hampshire in Water Pollution Case,neutral
"It's A New Orleans Mantra, But Using 'Who Dat' May Cost You",anger
Trump threatens to send federal authorities to Chicago to end 'carnage',anger
The peasants are revolting! Tom Gauld on the historical novel 每 cartoon,surprise
"News Brief: Kim Jong Un In China, Gerrymandering At The Supreme Court",neutral
Sen. Kirk returns to Senate after year-long recovery from stroke,neutral
How to Fulfill the Promise of Online Education,neutral
Bill Would Limit Credit Card Marketing To Arizona Students,neutral
How parents tackle bedtime around the world,neutral
Talking points,neutral
3M Knew About PFAS Food Contamination in 2001,surprise
Bank of England stands by the presses as prospect of more QE grows,surprise
Missouri Is Mysteriously Building A Massive Stockpile Of Execution Drugs,disgust
Beyond the Stimulus Package,neutral
How Iowans Greeted Kamala Harris After Her Debate Breakthrough,neutral
Coastguard criticise 'lost' crew,sadness
China's Authoritah,neutral
Inside the Chaos of the Gilets Jaunes Protests,fear
Audit: Review of Solyndra 'rushed',neutral
Australia flog Sri Lanka in first Test at the Gabba,neutral
KBB picks 2013 cars that'll cost you least over 5 years,neutral
Iraq insurgents unleash wave of terror; At least 59 killed in bombings and shootings,fear
"Blanco scores twice, Timbers beat DC United 4-0",neutral
"Navy, EPA settle environmental allegations at Norfolk base",joy
Tesla Faces Complaints Over Harassment And Racial Tensions,surprise
Democrats Embrace Banana-Republic Tactics,anger
Hong Kong Apartment Sells For Whopping $57 Million,surprise
Stocks close high following Bernanke speech,surprise
Connecticut police find grenade during drug bust,sadness
Striving for a Menu as Nice as the Scenery,joy
"Connecticut fire victims died from trauma, smoke inhalation",fear
Gay ready for smooth career after rough start,joy
"V.F.W. Goes Gender-Neutral, Recognizing Female Veterans ",surprise
US Trade Gap Up; Deficit With China At 11-Month High,anger
Arizona Sen. Jon Kyl to announce retirement,surprise
New Zealand revamp midfield for South Africa Tri-Nations clash,surprise
"Explosion hits fertilizer plant north of Waco, Texas",surprise
People writer who accused Trump of sexual harassment weighs in on president-elect's victory,neutral
Top federal court rules against NSA's phone records program ,neutral
Prompt Virgin Media finds itself in a hole,neutral
"A.M. Links: Trump Weighs Paris Climate Change Agreement, James Comey to Testify Before Senate, Obamas Buy $8.1 Million House in D.C.",joy
'The grief can damage your mental health',fear
Supreme Court Holds Up the Chrysler/Fiat Etc. Deal,anger
"Obama, Pelosi raise money for Dems",neutral
CORRECTION: Shareholder sues Mattel over toy defect reporting,disgust
GOP Congressman Attacks Obama＊s Budget Using ＆The Most Interesting Man In The World＊ [VIDEO],disgust
Congressmen: NFL Players Could be Asked to Give HGH Testimony,joy
European Union＊s Message to U.K.: Just Leave Already,anger
If Not David French Then Whom?,surprise
Troubled Texas anti-abortion group seeks federal grant money,fear
"South Carolina calls newspaper's Ryan Hilinski headline 'unacceptable,' says apology not enough",anger
How Little Known Andrew Yang May End Up on the 2020 Debate Stage by Gaming the System,neutral
Rights groups urge Senate to reject nomination of torture advocate to top human rights post,disgust
Christina Aguilera Gets an Assist From Melissa McCarthy on Carpool Karaoke,disgust
Take This Job and Share It,sadness
Elizabeth Warren and Friends Want to Make the Labor Market Even More Stagnant than It Is Now,fear
Lessons from sheep shearing,neutral
U.S. Government Puts Points on Board in Fannie Fight,neutral
"Cheese, Brats, Beer, Polka, Unions! The Homegrown Revolution in Wisconsin",joy
A Few Thoughts on Rob Porter,neutral
Democracy Thrives in Kurdistan,joy
49ers' Ray McDonald won't be charged in domestic violence case,disgust
BREAKING: Trump Administration Says Iran COMPLYING With Nuclear Deal,sadness
'Miracle' cat survives 30 wounds from shotgun attack,anger
The Mandalorian And Joseph: Two Fathers We Admire This Christmas,joy
Adding Dimension to the Storytelling,neutral
Dangerous and Deadly Heat Wave Scorches the Midwest,neutral
Prison official says legislature to blame for security issues,neutral
"11 Buzzwords Of 2017 〞 Also, I＊m Sorry For Saying The Term ※Buzzwords§",neutral
"Under Trump, the Private-Prison Boom Shows No Sign of Slowing",disgust
12 states still ban sodomy a decade after court ruling,surprise
Quebec Ban on Full-Face Veils Draws Muslims＊ Uproar,neutral
"Odell Beckham returns, but hapless Giants fall 24-10 to Lions",sadness
5 Las Vegas Clubs to Experience in 2013 (PHOTOS),neutral
Three Cheltenham lessons in why jockeys matter,neutral
The only way around the Home Office＊s cruelty is to get your story in the news,disgust
Correction: Melbourne Business School,neutral
Sister Helen Prejean Says Dzhokhar Tsarnaev 'Genuinely Sorry',neutral
"Temple 61, Massachusetts 49",neutral
Debt Reckoning Is Also Looming For LBO Shops,fear
"On immigration, Trump has plenty to show in 100 days",neutral
Koh in the cross hairs,joy
Globetrotter David Dein is on board with the England 2018 World Cup bid at last,joy
Iran Lawmakers Seek U.S. Friendship,joy
WATCH: House To Vote On 20-Week Abortion Ban. Here＊s Exactly What That Horrific Procedure Looks Like.,fear
5 Times Mike Pence Helped China Steal American Jobs,disgust
Adam Baldwin Quits Twitter Over ＆Censorship＊,disgust
"Six Giants Fans, Five Questions",neutral
Siberian Diamond Mine Floods Leaving 17 People Missing,surprise
Former Egyptian President Mohammed Morsi Sentenced To Death,sadness
Bernie Sanders Says All Scientists Think Global Warming Will Kill All Humans. He＊s Wrong.,joy
Photos emerge of U.S. troops posing with corpses,fear
Battle of the Youth Bulge,neutral
Met Police Commissioner Sir Paul Stephenson quits,sadness
I＊m Just Like You: Beto O＊Rourke Changes a Tire!,surprise
Malcolm X Remembered on Assassination Anniversary,sadness
Getting Taller,disgust
Jim Harbaugh treated for irregular heartbeat,neutral
Gun-Control Activist Eyed As NRA Spy,surprise
Sterling K. Brown Gave a Powerful Speech After His Historic Emmys Win,joy
Watch Trump Board Air Force One and Accidentally Reveal How His Hair Works,disgust
Jude Law Tapped to Play Young Dumbledore in ,joy
Did Researchers Just Unlock the Secret to Fighting Parkinson's Disease?,joy
＆Apologize to the Sandy Hook Families＊: Bernie Sanders Aide Shames Alex Jones as He Hounds Senator,neutral
Plan for new 'wildlife habitats' in Thurrock,neutral
"Staten Island＊s Rep. Michael Grimm Is Optimistic, Despite Indictment",neutral
Os novos di芍logos mostram que a apar那ncia de imparcialidade de Moro era s車 o que importava,neutral
Versatile Red Bull Solli ok with possible position switch,neutral
Golden goal sends Korea into raptures,fear
Some Male College Students Want Campuses to Censor Porn,surprise
COP21: Paris Climate Conference Jargon Buster,neutral
What Does the ACLU Stand For?,neutral
Give as good as you get,anger
Federal Prisons Seek Methods to Shut Down Contraband-Toting Drones,neutral
Tennessee Tech edges Eastern Kentucky 83-81 in OT,neutral
Standards complaint,neutral
